-63.582000732421875,53.793800354003906
-82.60330200195312,22.600399017333984
-86.21279907226562,-6.3988037109375
-76.8682861328125,-30.346405029296875
-76.8682861328125,-30.34637451171875
-73.79049682617188,-16.740081787109375
-74.04559326171875,-25.75048828125
-74.88717651367188,-22.040283203125
-73.79437255859375,-0.271270751953125
-130.43389892578125,-17.80548095703125
-76.386474609375,-19.007171630859375
-71.0662841796875,-16.220672607421875
-90.2587890625,1.944100022315979
-77.968994140625,-28.146484375
-83.46298217773438,-11.774871826171875
-92.70339965820312,-6.097686767578125
-83.86727905273438,-14.658599853515625
-63.270294189453125,-28.686492919921875
48.85499954223633,-107.53799438476562
47.08829879760742,-111.19270324707031
45.66279983520508,-106.089599609375
59.533599853515625,-66.85678100585938
53.94860076904297,-69.65167236328125
66.17150115966797,18.931299209594727
62.66669845581055,18.635799407958984
56.65679931640625,49.68769836425781
56.541500091552734,35.05329895019531
42.50379943847656,59.490299224853516
65.02659606933594,23.78499984741211
46.02690124511719,32.63800048828125
46.02690124511719,32.63800048828125
56.059200286865234,33.377201080322266
54.38349914550781,48.071800231933594
69.4552993774414,25.892499923706055
50.52470016479492,28.86359977722168
44.68400192260742,19.237300872802734
60.458900451660156,14.970799446105957
47.538002014160156,52.060001373291016
56.906002044677734,30.66520118713379
49.351402282714844,40.953800201416016
75.14810180664062,-13.07080078125
